year,source_country_code,target_country_code,net_flow_twh
2021,BEL,GBR,7.02
2021,BEL,LUX,0.84
2021,BEL,NLD,-2.07
2021,BGR,GRC,1.89
2021,BGR,MKD,2.4
2021,BGR,ROU,0.85
2021,BGR,SRB,2.66
2021,BGR,TUR,0.81
2021,BIH,HRV,2.63
2021,BIH,MNE,2.4
2021,BIH,SRB,-0.05
2021,BLR,LTU,3.31
2021,BLR,UKR,-1.45
2021,CHE,AUT,-2.96
2021,CHE,DEU,-12.53
2021,CHE,FRA,-6.23
2021,CHE,ITA,18.21
2021,CZE,AUT,10.69
2021,CZE,DEU,-0.26
2021,CZE,POL,-7.87
2021,CZE,SVK,8.59
2021,DEU,AUT,7.53
2021,DEU,BEL,0.78
2021,DEU,CHE,12.53
2021,DEU,CZE,0.26
2021,DEU,DNK,-3.87
2021,DEU,FRA,-5.57
2021,DEU,LUX,3.11
2021,DEU,NLD,1.44
2021,DEU,NOR,-3.16
2021,DEU,POL,8.39
2021,DEU,SWE,-1.95
2021,DNK,DEU,3.87
2021,DNK,NLD,2.2
2021,DNK,NOR,-6.28
2021,DNK,SWE,-4.77
2021,ESP,AND,0.23
2021,ESP,FRA,-5.62
2021,ESP,MAR,-0.19
2021,ESP,PRT,4.68
2021,EST,FIN,-6.65
2021,EST,LVA,2.74
2021,EST,RUS,1.3
2021,FIN,EST,6.65
2021,FIN,NOR,-0.26
2021,FIN,RUS,-9.15
2021,FIN,SWE,-14.72
2021,FRA,BEL,-2.59
2021,FRA,CHE,6.23
2021,FRA,DEU,5.57
2021,FRA,ESP,5.62
2021,FRA,GBR,13.38
2021,FRA,ITA,13.98
2021,GBR,BEL,-7.02
2021,GBR,FRA,-13.38
2021,GBR,IRL,0.48
2021,GBR,NLD,-4.35
2021,GBR,NOR,-1.42
2021,GRC,ALB,0.36
2021,GRC,BGR,-1.89
2021,GRC,ITA,1.35
2021,GRC,MKD,-0.55
2021,GRC,TUR,-2.88
2021,HRV,BIH,-2.63
2021,HRV,HUN,-2.54
2021,HRV,SRB,-1
2021,HRV,SVN,1.81
2021,HUN,AUT,-2.55
2021,HUN,HRV,2.54
2021,HUN,ROU,1.11
2021,HUN,SRB,-0.53
2021,HUN,SVK,-10.69
2021,HUN,UKR,-2.71
2021,IRL,GBR,-0.48
2021,ITA,AUT,-1.24
2021,ITA,CHE,-18.21
2021,ITA,FRA,-13.98
2021,ITA,GRC,-1.35
2021,ITA,MLT,0.52
2021,ITA,MNE,-3.16
2021,ITA,SVN,-5.38
2021,LTU,BLR,-3.31
2021,LTU,LVA,-1.63
2021,LTU,POL,0.99
2021,LTU,RUS,-1.9
2021,LTU,SWE,-3.36
2021,LUX,BEL,-0.84
2021,LUX,DEU,-3.11
2021,LVA,EST,-2.74
2021,LVA,LTU,1.63
2021,LVA,RUS,-0.65
2021,MAR,ESP,0.19
2021,MDA,ROU,0
2021,MDA,UKR,-0.14
2021,MKD,BGR,-2.4
2021,MKD,GRC,0.55
2021,MKD,SRB,-0.25
2021,MKD,XKX,-0.4
2021,MLT,ITA,-0.52
2021,MNE,ALB,-0.29
2021,MNE,BIH,-2.4
2021,MNE,ITA,3.16
2021,MNE,SRB,0.3
2021,MNE,XKX,-0.32
2021,NLD,BEL,2.07
2021,NLD,DEU,-1.44
2021,NLD,DNK,-2.2
2021,NLD,GBR,4.35
2021,NLD,NOR,-3.12
2021,NOR,DEU,3.16
2021,NOR,DNK,6.28
2021,NOR,FIN,0.26
2021,NOR,GBR,1.42
2021,NOR,NLD,3.12
2021,NOR,SWE,2.79
2021,POL,CZE,7.87
2021,POL,DEU,-8.39
2021,POL,LTU,-0.99
2021,POL,SVK,4.56
2021,POL,SWE,-3.24
2021,POL,UKR,-0.82
2021,PRT,ESP,-4.68
2021,ROU,BGR,-0.85
2021,ROU,HUN,-1.11
2021,ROU,MDA,0
2021,ROU,SRB,0.84
2021,ROU,UKR,-1.01
2021,RUS,EST,-1.3
2021,RUS,FIN,9.15
2021,RUS,LTU,1.9
2021,RUS,LVA,0.65
2021,RUS,UKR,2.28
2021,SRB,BGR,-2.66
2021,SRB,BIH,0.05
2021,SRB,HRV,1
2021,SRB,HUN,0.53
2021,SRB,MKD,0.25
2021,SRB,MNE,-0.3
2021,SRB,ROU,-0.84
2021,SRB,XKX,1.25
2021,SVK,CZE,-8.59
2021,SVK,HUN,10.69
2021,SVK,POL,-4.56
2021,SVK,UKR,1.72
2021,SVN,AUT,-3.26
2021,SVN,HRV,-1.81
2021,SVN,ITA,5.38
2021,SWE,DEU,1.95
2021,SWE,DNK,4.77
2021,SWE,FIN,14.72
2021,SWE,LTU,3.36
2021,SWE,NOR,-2.79
2021,SWE,POL,3.24
2021,TUR,BGR,-0.81
2021,TUR,GRC,2.88
2021,UKR,BLR,1.45
2021,UKR,HUN,2.71
2021,UKR,MDA,0.14
2021,UKR,POL,0.82
2021,UKR,ROU,1.01
2021,UKR,RUS,-2.28
2021,UKR,SVK,-1.72
2021,XKX,ALB,-0.11
2021,XKX,MKD,0.4
2021,XKX,MNE,0.32
2021,XKX,SRB,-1.25
